StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q14,Q15,Q16,Q17,Q19,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q38,Q41,Q39,Q40,Q56,Q5_1,Q5_2,Q46_1,Q46_2,Q46_3,Q47_1,Q47_2,Q48,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q14_1,Q23_1,Q24_1,Q25_1,Q26_1,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q55_1,Q55_2,Q55_3,Q55_4,Q55_5,Q44_1,Q44_2,Q44_3,Q44_4,Q44_5,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q2,Q33,Q17,Q8,Q34,Q36,Q42,Q45#1_1,Q45#1_2,Q45#1_3,Q45#1_4,Q45#1_5,Q45#1_6,Q45#1_7,Q45#1_8,Q45#1_9,Q45#2_1,Q45#2_2,Q45#2_3,Q45#2_4,Q45#2_5,Q45#2_6,Q45#2_7,Q45#2_8,Q45#2_9,Q37,validation_code
8/1/19 9:49,8/1/19 9:58,IP Address,24.60.175.15,100,542,TRUE,8/1/19 9:58,R_2P5vIZ7jtD4pfg9,,,,,42.81329346,-70.88140106,anonymous,EN,"I consent, begin the study",23,Bachelor's degree,Private university,Social Sciences,Not important,Very important,Not important,Not important,Very important,Not important,Not important,Not important,Not important,Not important,Not important,Not important,Very important,Somewhat important,Somewhat important,Not important,Very important,Somewhat important,Not important,Yourself,"Lived on campus,Lived off campus",Unsure,Unsure,Slightly liberal,Neutral,Disagree,Disagree,Disagree,Agree,Neutral,Disagree,Hard work,48787,24259,59030,25337,40431,75,25,79,31,60,,,,,,I am not sure,,,,,Determined,,,,,Agree,Neutral,Disagree,Neutral,Disagree,Less than they deserve,Help them find a job,"Yes, and working part-time (less than 35 hours a week in one or more jobs)",Work part-time,Male,White/Caucasian,"$60,000 - $74,999",,,,,,Answer 1,,,,,,,,,Answer 1,,,,Investment Banker,75
8/1/19 9:48,8/1/19 9:58,IP Address,73.173.103.253,100,587,TRUE,8/1/19 9:58,R_3MPBTxqKrOXJcvb,,,,,39.21240234,-76.87760162,anonymous,EN,"I consent, begin the study",25,Bachelor's degree,Public university,Natural Sciences,Very important,Not important,Not important,Very important,Somewhat important,Very important,Not important,Somewhat important,Not important,Somewhat important,Not important,Very important,Not important,Not important,Very important,Not important,Very important,Not important,Very important,Yourself,"Lived on campus,Voted in a national, state, or local election",Unsure,Unsure,Liberal,Strongly disagree,Disagree,Agree,Strongly agree,Agree,Neutral,Neutral,Having well-educated parents,75472,40431,100270,30458,34771,75,35,95,15,20,,,,,,My estimate was equal to the actual salary,,,,,Intelligent,,,,,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,What they deserve,"Give them money,Help them find a job","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Male,White/Caucasian,"$200,000 - $249,999",,,,,,Answer 1,,,,,,,,,Answer 1,,,,Electrical Engineer,73
8/1/19 10:00,8/1/19 10:00,IP Address,98.11.218.16,100,6,TRUE,8/1/19 10:00,R_UGSATi9tkeGSgLf,,,,,43.08009338,-77.63420105,anonymous,EN,"I consent, begin the study",19,High school graduate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52
8/1/19 9:54,8/1/19 10:02,IP Address,73.166.88.162,100,440,TRUE,8/1/19 10:02,R_1Iy2avTtp7PhFt1,,,,,29.74380493,-95.44219971,anonymous,EN,"I consent, begin the study",23,Bachelor's degree,Public university,Humanities and Languages,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Yourself,"Held a full-time job (approximately 35 hours a week) while taking classes,Attended a racial/cultural awareness workshop,Had a roommate of a different race/ethnicity,Lived on campus,Held a leadership position in an organization,Voted in a national, state, or local election,Participated in an unpaid internship,Participated in leadership training,Participated in student government,Participated in an ethnic/racial student organization",Yes,Yes,Extremely liberal,Strongly disagree,Strongly disagree,Neutral,Agree,Agree,Neutral,Agree,Knowing the right people,73854,64960,101348,26146,77089,38,57,37,69,22,,communications,,,,,,,,,,,,,,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Less than they deserve,"Give them money,Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","No, and looking for work",Attend graduate/professional school full-time,Female,Black or African American,"$25,000 - $29,999",,,,,,,,Answer 1,,Answer 1,,,,Answer 1,,,,,janitor,100
8/1/19 9:53,8/1/19 10:02,IP Address,98.11.218.16,100,541,TRUE,8/1/19 10:02,R_1P6Mkli1lV4xCCa,,,,,43.08009338,-77.63420105,anonymous,EN,"I consent, begin the study",22,Bachelor's degree,Private university,Engineering,Very important,Very important,Very important,Very important,Somewhat important,Very important,Not important,Somewhat important,Not important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Yourself,"Lived on campus,Lived off campus,Held a leadership position in an organization,Participated in a paid internship",Yes,Yes,Slightly liberal,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Knowing the right people,64690,34232,86253,45553,45553,70,50,80,59,59,,,,,,,,,My estimate was higher than the actual salary,,Working with small electronic devices,,,,,Strongly agree,Strongly agree,Disagree,Agree,Disagree,What they deserve,"Give them money,Help them find a job","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Male,White/Caucasian,"$30,000 - $59,999",,,,,,,Answer 1,,,,,,,Answer 1,,,,,"Investment banker, Newspaper reporter, Janitor, Electrical engineer, Geology researcher",50
8/1/19 10:01,8/1/19 10:04,IP Address,172.254.240.170,100,197,TRUE,8/1/19 10:04,R_2BhWBHMdoOVay81,,,,,40.75469971,-73.96140289,anonymous,EN,"I consent, begin the study",23,Bachelor's degree,Private university,Social Sciences,Very important,Very important,Very important,Very important,Very important,Very important,Not important,Very important,Not important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Not important,Somewhat important,Not important,Somewhat important,Yourself,"Held a full-time job (approximately 35 hours a week) while taking classes,Attended a racial/cultural awareness workshop,Had a roommate of a different race/ethnicity,Lived on campus,Held a leadership position in an organization,Voted in a national, state, or local election,Participated in a paid internship,Participated in an unpaid internship,Participated in study abroad,Participated in leadership training,Participated in student government,Participated in an ethnic/racial student organization",Yes,Yes,Liberal,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Coming from a wealthy family,78706,28302,200000,27224,83827,74,46,99,30,60,,,,ghetto,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Less than they deserve,"Give them money,Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Female,Asian,"$500,000 or higher",,,,,,,,Answer 1,,,,,,,,,Answer 1,,janitor,54
8/1/19 9:47,8/1/19 10:05,IP Address,104.200.129.48,100,1045,TRUE,8/1/19 10:05,R_3CCphbBO5UFr2eh,,,,,47.60920715,-122.3314056,anonymous,EN,"I consent, begin the study",23,Bachelor's degree,Public university,Business,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Not important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Career counselor,"Joined a fraternity or sorority or similar type of social house,Joined a pre-professional or departmental club,Attended a racial/cultural awareness workshop,Participated in an unpaid internship,Participated in leadership training",Yes,Yes,Slightly conservative,Agree,Neutral,Agree,Neutral,Strongly agree,Agree,Agree,Coming from a wealthy family,75741,45283,80323,25337,60108,61,50,75,35,61,,,,,,,,My estimate was lower than the actual salary,,,,,Moneybag,,,Agree,Agree,Agree,Agree,Agree,What they deserve,"Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Female,White/Caucasian,"$30,000 - $59,999",,,,,,Answer 1,,,,,,,,,Answer 1,,,,Investment banker,68
8/1/19 10:08,8/1/19 10:08,IP Address,70.131.48.120,100,20,TRUE,8/1/19 10:08,R_2rwvirOwaKawCd4,,,,,28.65289307,-81.21060181,anonymous,EN,"I consent, begin the study",22,Associate's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89
8/1/19 10:09,8/1/19 10:09,IP Address,70.131.48.120,100,30,TRUE,8/1/19 10:09,R_2UaP6XMmSJBUxJ6,,,,,28.65289307,-81.21060181,anonymous,EN,"I consent, begin the study",26,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53
8/1/19 9:55,8/1/19 10:10,IP Address,131.148.15.222,100,882,TRUE,8/1/19 10:10,R_24dUFyB7StTt3U9,,,,,28.57879639,-81.43959808,anonymous,EN,"I consent, begin the study",25,Bachelor's degree,Private university,Engineering,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Not important,Somewhat important,Very important,Very important,Very important,Somewhat important,Yourself,Participated in a paid internship,No,Yes,Conservative,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Hard work,116173,32345,103235,87062,60916,67,28,31,30,30,,,,,,My estimate was lower than the actual salary,,,,,There are many job opportunities  available for electrical engineers.,,,,,Neutral,Disagree,Agree,Neutral,Agree,Less than they deserve,Help them find a job,"Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Female,White/Caucasian,"$60,000 - $74,999",Answer 1,,,,,Answer 1,,,,Answer 1,,,,,Answer 1,,,,Electrical Engineer.,78
8/1/19 10:09,8/1/19 10:10,IP Address,70.131.48.120,100,12,TRUE,8/1/19 10:10,R_pz6oSdTH3SyF38d,,,,,28.65289307,-81.21060181,anonymous,EN,"I consent, begin the study",21,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79
8/1/19 10:04,8/1/19 10:10,IP Address,24.164.87.223,100,340,TRUE,8/1/19 10:10,R_29gMGgLMyAhdnnF,,,,,39.11039734,-84.57569885,anonymous,EN,"I consent, begin the study",25,Bachelor's degree,Public university,Humanities and Languages,Somewhat important,Somewhat important,Not important,Somewhat important,Somewhat important,Not important,Somewhat important,Very important,Very important,Not important,Not important,Not important,Somewhat important,Somewhat important,Not important,Not important,Not important,Not important,Somewhat important,Yourself,"Held a full-time job (approximately 35 hours a week) while taking classes,Had a roommate of a different race/ethnicity,Lived on campus",Yes,Yes,Extremely liberal,Agree,Strongly disagree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Coming from a wealthy family,75529,28701,81269,22961,31722,85,30,90,10,20,,,,,,,,My estimate was lower than the actual salary,,,smart,,,,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,What they deserve,"Give them money,Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Female,White/Caucasian,"$100,000 - $124,999",,,,,,Answer 1,,,,,,,,,,,Answer 1,,janitor at an office building,70
8/1/19 10:07,8/1/19 10:13,IP Address,198.99.208.49,100,334,TRUE,8/1/19 10:13,R_1jetczFCZQFaLQo,,,,,40.71569824,-74,anonymous,EN,"I consent, begin the study",23,Bachelor's degree,Private liberal arts college,Humanities and Languages,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Not important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Yourself,"Joined a pre-professional or departmental club,Held a full-time job (approximately 35 hours a week) while taking classes,Had a roommate of a different race/ethnicity,Lived on campus,Lived off campus,Voted in a national, state, or local election,Participated in a paid internship",No,Yes,Liberal,Disagree,Disagree,Agree,Strongly agree,Agree,Agree,Agree,Hard work,80054,35849,65229,25337,85175,60,25,38,15,55,,,,manual labor,,,,,,,,,,,,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Less than they deserve,"Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Female,White/Caucasian,"$150,000 - $199,999",Answer 1,,,,,,,,,Answer 1,,,,,,,,,Electrical Engineer,22
8/1/19 10:10,8/1/19 10:13,IP Address,70.131.48.120,100,208,TRUE,8/1/19 10:13,R_VKMfWvZqyIJacI9,,,,,28.65289307,-81.21060181,anonymous,EN,"I consent, begin the study",22,Bachelor's degree,Public university,Health Sciences,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Not important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Professor,"Joined a pre-professional or departmental club,Voted in a national, state, or local election",Yes,Yes,Moderate,Strongly agree,Disagree,Agree,Neutral,Disagree,Disagree,Neutral,Ambition,138141,123077,126282,166026,109615,,,,78,52,,,stocks,,,,,,,,,,,,,Agree,Disagree,Neutral,Disagree,Disagree,What they deserve,Help them find a job,"Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Female,Black or African American,"$30,000 - $59,999",Answer 1,,,,,,,,,Answer 1,,,,,,,,,investment banker,24
8/1/19 10:09,8/1/19 10:17,IP Address,72.83.24.186,100,485,TRUE,8/1/19 10:17,R_z38xLbuIyNXrWSJ,,,,,38.82240295,-76.94660187,anonymous,EN,"I consent, begin the study",22,Bachelor's degree,Private university,Arts,Not important,Not important,Somewhat important,Very important,Very important,Not important,Not important,Very important,Very important,Not important,Not important,Very important,Very important,Very important,Somewhat important,Not important,Very important,Very important,Very important,Yourself,"Held a full-time job (approximately 35 hours a week) while taking classes,Attended a racial/cultural awareness workshop,Had a roommate of a different race/ethnicity,Lived on campus,Lived off campus,Participated in an unpaid internship,Participated in an ethnic/racial student organization",No,Yes,Liberal,Strongly disagree,Strongly disagree,Neutral,Agree,Agree,Neutral,Agree,Knowing the right people,77628,9704,93261,37197,59299,7,7,8,7,16,,,,,,My estimate was equal to the actual salary,,,,,,creative,,,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,,What they deserve,"Give them money,Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Female,Black or African American,"$30,000 - $59,999",,,,,Answer 1,,,,,,,,,Answer 1,,,,,reporter,99
8/1/19 10:09,8/1/19 10:19,IP Address,70.162.74.244,100,592,TRUE,8/1/19 10:19,R_yCQmHR5bM20Q6aZ,,,,,32.09840393,-110.7272034,anonymous,EN,"I consent, begin the study",22,Bachelor's degree,Public university,Business,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Not important,Somewhat important,Somewhat important,Not important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Not important,Somewhat important,Yourself,"Joined a pre-professional or departmental club,Lived off campus,Participated in leadership training",Yes,Yes,Moderate,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Neutral,Knowing the right people,80054,29919,53908,20216,35849,35,62,47,39,55,,,,,,,,,My estimate was lower than the actual salary,,,,business-savvy,,,Agree,Agree,Disagree,Strongly agree,Disagree,Less than they deserve,"Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","No, and looking for work",Work part-time,Female,"White/Caucasian,Black or African American","$75,000 - $99,999",,,,,Answer 1,,,,,,,,,Answer 1,,,,,Janitor at an office,27
